loss,iter
0,3.8397597538100348
36,1.523329284456041
72,1.3159684936205547
108,1.2728975713253021
144,1.370130522383584
180,1.3097304585907195
216,1.2745899144146178
252,1.2573680844571855
288,1.2016632755597432
324,1.2727335062291887
360,1.2726373689042196
396,1.2681845890151129
432,1.2628972894615598
468,1.2459654609362285
504,1.2114489144749112
540,1.2434242334630754
576,1.2737155970599916
612,1.229319264491399
648,1.2000478208065033
684,1.2286699579821692
720,1.1908641573455598
756,1.2675568328963385
792,1.1935901360379324
828,1.2447240004936855
864,1.2115797417031393
900,1.178123755587472
936,1.2810515960057576
972,1.2502601361936994
1008,1.2336439722114139
1044,1.2455914699369006
1080,1.1693438506788678
1116,1.229993098311954
1152,1.1539451215002272
1188,1.2153113418155246
1224,1.1819526553153992
1260,1.2344978832536273
1296,1.2526961184210248
1332,1.1665622807211347
1368,1.1736975212891896
1404,1.1671201686064403
1440,1.2056984553734462
1476,1.2017285873492558
1512,1.1463332143094804
1548,1.1957771480083466
1584,1.1493952837255266
1620,1.2132348583804236
1656,1.1693029387129679
1692,1.1511763036251068
1728,1.164057316051589
1764,1.1547778016991086
1800,1.1536832865741518
1836,1.1433675852086809
1872,1.036651497085889
1908,1.0916359855069055
1944,1.1246776382128398
1980,1.1589833050966263
2016,1.0667646659745111
2052,1.0351389331950083
2088,1.0603170891602833
2124,1.0822380400366254
2160,1.103865169816547
2196,1.148642447259691
2232,0.9753661884201897
2268,1.0098747495147917
2304,0.9957406553957198
2340,0.9878431012233099
2376,1.116125343574418
2412,1.0955758276912901
2448,0.9357502063115438
2484,0.9227250383959876
2520,0.9808134486277899
2556,0.8901195310884051
2592,0.8761029773288302
2628,0.8629407170746062
2664,0.9806005143456988
2700,1.003203531106313
2736,0.9187298516432444
2772,0.9470478494962057
2808,0.8897357102897432
2844,0.8451626805795563
2880,0.8818556898170047
2916,0.8395233907633357
2952,0.858203698363569
2988,0.8031962315241495
3024,0.8372193210654788
3060,0.8148617007666163
3096,0.8216272658771939
3132,0.8220530466900932
3168,0.7881914029518763
3204,0.8037484652466245
3240,0.806447678969966
3276,0.7835893995232053
3312,0.8478239360782835
3348,0.8114256511131922
3384,0.7803787092367808
3420,0.7469412171178393
3456,0.7855732060141034
3492,0.7658815317683749
3528,0.7434536789854368
3564,0.7669487562444475
3600,0.7299400236871507
3636,0.7438527469833692
3672,0.7326820873551898
3708,0.7650624381171333
3744,0.7515829818116294
3780,0.7551201217704349
3816,0.7260128582517306
3852,0.7430293195777469
3888,0.7589822825458314
3924,0.7407483342621062
3960,0.7215921406944593
3996,0.7398480806085799
4032,0.7119588553905487
4068,0.7245929679936833
4104,0.7062057728568713
4140,0.7276841708355479
4176,0.7102797635727458
4212,0.7062872697909673
4248,0.7453979278604189
4284,0.7364289777146446
4320,0.7210841294791963
4356,0.7006271423565017
4392,0.6994131017062399
4428,0.7143610028756989
4464,0.7042854171660211
4500,0.695443406701088
4536,0.7258433600266775
4572,0.7243590296970474
4608,0.6900702880488502
4644,0.7091197429431809
4680,0.6918006870481703
4716,0.6737507333358129
4752,0.7117791655990813
4788,0.6809042079581155
4824,0.6823094718986087
4860,0.6577273913555675
4896,0.6682597622275352
4932,0.698666636314657
4968,0.681135695013735
5004,0.6945904956923591
5040,0.6785471480753686
5076,0.667760916882091
5112,0.6678025441037284
5148,0.6692030587130122
5184,0.6474075168371201
5220,0.6678538603915108
5256,0.6913405218058162
5292,0.6718011101086935
5328,0.6676650262541242
5364,0.708074737754133
5400,0.7273239153954718
5436,0.674252427286572
5472,0.6842576414346695
5508,0.678678446345859
5544,0.6510719226466285
5580,0.6516299024224281
5616,0.6662531917293867
5652,0.6822765353653166
5688,0.652438174519274
5724,0.6324635205997361
5760,0.6522195455100801
5796,0.6254477194613881
5832,0.6443850331836276
5868,0.659038220014837
5904,0.6271430543727345
5940,0.6488322284486558
5976,0.5961211994290352
6012,0.661475147638056
6048,0.6344665255811479
6084,0.6417711310916476
6120,0.6623480137851503
6156,0.6539121543367704
6192,0.6376385647389624
6228,0.6561694004469447
6264,0.6441095545887947
6300,0.6332580952180756
6336,0.6428648663891686
6372,0.6335447546508577
6408,0.610684355099996
6444,0.6030882572134336
6480,0.6395213512910737
6516,0.6412449247307248
6552,0.6365957516762946
6588,0.6525372275047832
6624,0.6815365304549535
6660,0.6805664085679584
6696,0.6473831716510985
6732,0.6989772957232263
6768,0.6452828215228187
6804,0.6527078731192483
6840,0.6293283013833894
6876,0.6413282114598486
6912,0.6171750989225175
6948,0.6458981790476375
6984,0.6245169772042168
7020,0.6326140256391631
7056,0.6198286753561761
7092,0.62449086126354
7128,0.6290048311154047
7164,0.6477511309915118
7200,0.6156065389513969
7236,0.6179474112060335
7272,0.664201144542959
7308,0.6176097037063705
7344,0.6415400215321116
7380,0.6144446805119514
7416,0.5883296479781469
7452,0.6339953160948224
7488,0.6569039672613144
7524,0.6401818841695786
7560,0.6238291925854154
7596,0.628111917939451
7632,0.6204665452241898
7668,0.6104660671618249
7704,0.6170618451303906
7740,0.6261381606260935
7776,0.5968143004510138
7812,0.6496473823984464
7848,0.7640288770198822
7884,0.6617251808444659
7920,0.6357845755087005
7956,0.6233486019902759
7992,0.6446638744738367
8028,0.6543425536817975
8064,0.6003357859121429
8100,0.6257648583915498
8136,0.643086770342456
8172,0.6160653912358813
8208,0.6214534607198503
8244,0.6247059197889434
8280,0.6322055467300944
8316,0.6691946544580989
8352,0.6263810934291946
8388,0.6264539981881777
8424,0.6370114005274243
8460,0.6022649481892586
8496,0.6062507604559263
8532,0.604268402689033
8568,0.6179257788591914
8604,0.587671949631638
8640,0.6168207815951772
8676,0.618781351380878
8712,0.6335409432649612
8748,0.6157775653733147
8784,0.6197922933432791
8820,0.6265388412608041
8856,0.6467434904641576
8892,0.6252036558257209
8928,0.6064576887422137
8964,0.579378536178006
9000,0.6270684111449454
9036,0.5709946619139777
9072,0.6059557439552413
9108,0.6034399527642462
9144,0.6168212650550736
9180,0.6038332093093131
9216,0.5944819500048956
9252,0.6090346483720673
9288,0.6087516082657708
9324,0.6169380123416582
9360,0.6034787711169984
9396,0.6112758500708474
9432,0.6103356836570634
9468,0.583881423705154
9504,0.6133458829588361
9540,0.5965480349130101
9576,0.6236903866132101
9612,0.5970485185583433
9648,0.6189179544647535
9684,0.6272569282187356
9720,0.5998627816637357
9756,0.6044474972618951
9792,0.6114761208494505
9828,0.5898776484860314
9864,0.5748942560619779
9900,0.643101281589932
9936,0.6133051191767057
9972,0.6068378223313226
10008,0.58578679131137
10044,0.5871068272325728
10080,0.5999185459481345
10116,0.5785330815447701
10152,0.5891121253371239
10188,0.6334832236170769
10224,0.6205445172058212
10260,0.5926621398992009
10296,0.5817378204729822
10332,0.6051473609275289
10368,0.5838288209504552
10404,0.5860141995880339
10440,0.6067770429783397
10476,0.585605576634407
10512,0.5941020449002584
10548,0.5908213605483373
10584,0.6061584014031622
10620,0.5969962643252479
10656,0.6291210850079855
10692,0.5762236010697153
10728,0.6077472286091911
10764,0.5954363867640495
10800,0.5759397190478113
10836,0.5650718659162521
10872,0.6017630837029881
10908,0.578461132115788
10944,0.5740896504786279
10980,0.5868224915530946
11016,0.6201696553164058
11052,0.5776620631416639
11088,0.5708489219347636
11124,0.5543157847391235
11160,0.5617619653542837
11196,0.5840027820732858
11232,0.5438076862030559
11268,0.6042520743277338
11304,0.5702235433790419
11340,0.6044223681092262
11376,0.597049435807599
11412,0.5826003733608458
11448,0.5864540388186773
11484,0.5812109005120065
11520,0.6000702107946078
11556,0.5848105831278695
11592,0.5855272279845344
11628,0.561649050977495
11664,0.5617282266418139
11700,0.5980154797434807
11736,0.5472845716608895
11772,0.5759385021196471
11808,0.5749517604708672
11844,0.5549030113551352
11880,0.567226342856884
11916,0.5889045041468408
11952,0.5833235349920061
11988,0.5802717258532842
12024,0.5808486267924309
12060,0.5537037890818384
12096,0.5923932674858305
12132,0.5695977699425485
12168,0.5598643877440028
12204,0.5822806242439482
12240,0.5804304099745221
12276,0.5632558580901887
12312,0.5871544637613826
12348,0.5766508711708916
12384,0.5978647710548507
12420,0.59637494219674
12456,0.5722551188535161
12492,0.5656328565544553
12528,0.5534216148985757
12564,0.5496629931860499
12600,0.5892326384782791
12636,0.5655371381176842
12672,0.5718791882197062
12708,0.5617011653052436
12744,0.5364000325401624
12780,0.5748206269409921
12816,0.5757088578409619
12852,0.5404934717549218
12888,0.5409789623485671
12924,0.5527052142553859
12960,0.558779302570555
12996,0.5723926631940736
13032,0.5807137654887305
13068,0.6023885996805297
13104,0.5890578056375185
13140,0.5317144186960326
13176,0.5373078915807936
13212,0.563722656832801
13248,0.5648392231927978
13284,0.5754537143641048
13320,0.5551704921656184
13356,0.5744242841998736
13392,0.5574167172114054
13428,0.5528168653448423
13464,0.5641132262017992
13500,0.5864273375935025
13536,0.5567364916205406
13572,0.5383873300419914
13608,0.5494273578127226
13644,0.5491667348477576
13680,0.5699294590287738
13716,0.540674707127942
13752,0.5364030980401568
13788,0.5553213291698031
13824,0.547906400428878
13860,0.5760563885172209
13896,0.5685273359219233
13932,0.531897628472911
13968,0.5595246669318941
14004,0.566940478152699
14040,0.5543235730793741
14076,0.5436742761068873
14112,0.5536095938748784
14148,0.5447342677248849
14184,0.5832398939463828
14220,0.551825736131933
14256,0.573440782725811
14292,0.5599821996357706
14328,0.5671029695206218
14364,0.5533190154367023
14400,0.5277593491805924
14436,0.5339345816108916
14472,0.5827567569083638
14508,0.553245479034053
14544,0.5761363067560725
14580,0.5598836027913623
14616,0.5242129721575313
14652,0.5356771498918533
14688,0.5517441729704539
14724,0.5504851647549205
14760,0.537185997598701
14796,0.5519680629173914
14832,0.5476833225952255
14868,0.5478253439068794
14904,0.5309091135859489
14940,0.5457619138889842
14976,0.5548405854238404
15012,0.5514806004034148
15048,0.5639055164323913
15084,0.5375577418340577
15120,0.5573361408379343
15156,0.5458568649159538
15192,0.5367809120151732
15228,0.5365041601989005
15264,0.5384067445993423
15300,0.5590246733691957
15336,0.5505977554453744
15372,0.5423049479722977
