best_loss,iter
2.5114133755366006,36
1.2052976340055466,72
1.200762818257014,108
1.1799835066000621,144
1.179238681991895,324
1.1786034405231476,432
1.1769438982009888,468
1.1751019457976024,504
1.171559602022171,612
1.164757415652275,720
1.163296361764272,972
1.1616702675819397,1008
1.144096553325653,1152
1.1337673366069794,1224
1.1326383501291275,1332
1.124156321088473,1368
1.1159824480613072,1404
1.0861587226390839,1512
1.081270878513654,1620
1.0711676875750225,1656
1.0176072518030803,1764
1.0170975029468536,1836
0.9297469655672709,1944
0.9188037017981211,2088
0.8801060815652212,2268
0.872070367137591,2304
0.8635631054639816,2340
0.8332586238781611,2376
0.814057653148969,2520
0.8074563592672348,2592
0.7849918305873871,2628
0.7488209307193756,2664
0.7476727366447449,2808
0.7341202696164449,2844
0.7253196289141973,2952
0.7001355389753977,3024
0.6900998850663503,3132
0.6865524798631668,3168
0.6802923679351807,3276
0.6652108654379845,3420
0.6644074767827988,3528
0.6635415802399317,3600
0.6573290824890137,3636
0.6556980659564337,3672
0.6502528935670853,3780
0.6383133381605148,3960
0.6378269145886103,4032
0.6303949455420176,4068
0.6223119497299194,4104
0.6187250117460886,4248
0.6105746602018675,4500
0.6059290866057078,4536
0.6019764890273412,4824
0.6014604171117147,4860
0.6012123624483744,4896
0.5950521553556124,4932
0.5850204303860664,5184
0.5789547810951868,5328
0.5772223273913065,5616
0.5715749462445577,5760
0.5668711066246033,5976
0.5630027875304222,6228
0.5626884872714678,6444
0.5572964375217756,6552
0.5554945369561514,7056
0.5540632257858912,7092
0.5529636840025584,7236
0.5502835288643837,7452
0.5476328134536743,7632
0.5453351959586143,7668
0.5439968307813009,8388
0.5401187042395273,8604
0.5355544661482176,8676
0.5315037618080775,9108
0.5306958928704262,9468
0.5243300224343935,9540
0.524115984638532,10152
0.5213455632328987,10440
0.5203420668840408,10548
0.5200051888823509,10944
0.5186548183361689,11160
0.5174988905588785,11232
0.511330708861351,11592
0.5078051884969076,11772
0.5073824847737948,11916
0.5044686943292618,12024
0.5016394505898157,12456
0.49909039835135144,12888
0.49493998537460965,13032
0.4938079888621966,13176
0.4901919662952423,13464
0.4896719704071681,13788
0.4845735306541125,13860
0.4818973069389661,14616
0.4779003709554672,15552
0.4750517060359319,16020
0.47480224321285885,16632
0.4714624012509982,16740
0.4682332103451093,17352
0.4670912151535352,17676
0.46492504825194675,17748
0.46214988579352695,18108
0.459737591445446,18432
0.4595821996529897,18936
0.45904145389795303,19620
0.45789235085248947,19764
0.45702467610438663,19800
0.45022980372111004,19872
0.4488678425550461,20196
0.4467872902750969,20376
0.4460408339897792,20880
0.4460063378016154,20952
0.43965790669123334,21384
0.4375782137115796,21816
0.4364587888121605,22500
0.43420154352982837,22608
0.43280179301897687,22680
0.4289242426554362,23256
0.4269884203871091,23436
0.4253685052196185,24228
0.4238283634185791,24408
0.4231821397940318,24876
0.4180261741081874,25272
0.4179893657565117,26316
0.41784394532442093,26460
0.41427600880463916,26640
0.4120366523663203,26820
0.41157614936431247,26964
0.41081372151772183,27000
0.4104042947292328,27720
0.40687984228134155,27792
0.4032985170682271,27828
