best_loss,iter
1.733784278233846,36
1.2245308856169383,72
1.190111259619395,108
1.1880635718504589,180
1.1825862030188243,216
1.1799659232298534,252
1.177688126762708,324
1.1723850667476654,432
1.170659030477206,684
1.1698492616415024,900
1.169598360856374,1044
1.1685017347335815,1296
1.1683219969272614,1332
1.1658661266167958,1548
1.1652779777844746,1692
1.159230147798856,1944
1.1463326414426167,2124
1.1329872608184814,2196
1.1135318676630657,2304
1.0664709160725276,2448
1.0621484816074371,2484
1.0153604298830032,2520
0.985505610704422,2556
0.9203692972660065,2628
0.8987059692541758,2664
0.8417019098997116,2700
0.8212661097447077,2736
0.7893331696589788,2808
0.7760602881511053,2844
0.766484002272288,2880
0.731656422217687,2952
0.721053217848142,2988
0.6960571457942327,3096
0.6904521435499191,3168
0.6849652777115504,3276
0.6810874938964844,3348
0.6658069988091787,3384
0.6600670367479324,3420
0.6458786105116209,3456
0.6448845316966375,3564
0.6401756803194681,3600
0.6320451100667318,3744
0.6310722827911377,3780
0.6222341880202293,3924
0.6180637578169504,4032
0.6165857762098312,4104
0.6070871700843176,4284
0.599842848877112,4320
0.5967429801821709,4572
0.5888411601384481,4788
0.5880884826183319,4824
0.5797336349884669,4968
0.5756677513321241,5256
0.5681292514006296,5292
0.5669276913007101,5508
0.5667856559157372,5760
0.5616418346762657,5796
0.5581117421388626,6012
0.5516843795776367,6156
0.5513136064012846,6480
0.5443063775698344,6516
0.5390822738409042,7056
0.5374479591846466,7308
0.5372457255919775,7344
0.5364211698373159,7488
0.5363512113690376,7632
0.5354432240128517,7812
0.5231823672850927,7992
0.5176511357227961,8640
0.5172270685434341,9144
0.5143289491534233,9180
0.5102941021323204,9756
0.5089755207300186,10044
0.5027394195397695,10116
0.5006421481569608,10548
0.5004979620377222,10584
0.5004625171422958,10872
0.49493462095657986,11304
0.49112652490536374,12276
0.48945849140485126,12780
0.4882720385988553,13140
0.48364995419979095,13176
0.4816935310761134,13464
0.4808555170893669,13644
0.4788605173428853,14040
0.47238732129335403,15012
0.4694643169641495,15048
0.46873804181814194,15624
0.46785547335942584,16200
0.46596644073724747,16920
0.4608343193928401,17064
0.45809387415647507,17352
0.4579002584020297,17712
0.45449375609556836,17748
0.44926532606283825,18180
0.446878803273042,18612
0.4466954742868741,19116
0.44605788091818493,19404
0.44531723856925964,19476
0.4418509379029274,19656
0.4388086348772049,19764
0.43747038890918094,19908
0.43708721548318863,20196
0.4321838319301605,20484
0.43184125671784085,20952
0.42987364778916043,20988
0.4293386290470759,21312
0.4261244013905525,21384
0.42386241257190704,21528
0.42279009769360226,22176
0.42176754772663116,22608
0.41704648236433667,23112
0.4144692172606786,23580
0.41320058206717175,24840
0.41063301265239716,25092
0.407936525841554,25452
0.40493738154570263,25524
0.4035937587420146,25776
0.4009822979569435,26748
